order_id,product_id,add_to_cart_order,reordered
19004,35510,13,0
19473,43739,1,1
19473,19691,2,1
19473,38928,3,1
19473,30720,4,1
19473,9584,5,1
19473,42265,6,1
19473,14689,7,1
24664,28900,1,0
24664,28911,2,0
24664,10673,3,0
24664,21497,4,1
24664,31683,5,0
24664,41863,6,1
24664,17616,7,1
24664,13944,8,1
24664,40910,9,1
24664,17341,10,1
24664,27801,11,1
24664,40592,12,1
24664,33452,13,1
24664,44234,14,1
24664,36884,15,0
24664,29520,16,1
24664,44167,17,0
24707,20463,1,0
24707,4986,2,1
24707,6338,3,0
24707,17896,4,0
24707,46676,5,0
24707,11233,6,1
24707,39059,7,1
24707,35072,8,0
24707,27011,9,0
24707,9535,10,1
24707,6328,11,1
24994,5883,1,1
24994,28373,2,1
24994,26298,3,1
24994,18599,4,0
24994,39619,5,0
24994,24499,6,0
24994,21903,7,0
24994,27596,8,0
24994,30676,9,0
24994,3339,10,0
24994,45249,11,0
24994,27845,12,0
24994,9839,13,0
26297,196,1,1
26297,34024,2,1
26297,23082,3,1
26297,38817,4,1
26297,37654,5,0
26898,23543,1,1
26898,1463,2,1
26898,39475,3,1
26898,21137,4,1
26898,29307,5,1
26898,18609,6,0
26898,12845,7,0
27487,31506,1,0
27487,45747,2,0
27487,3957,3,1
27487,7146,4,0
27487,33198,5,1
27487,31163,6,1
27487,40469,7,0
30725,35108,1,0
30725,38988,2,1
30725,21938,3,1
30725,35321,4,1
30725,8193,5,1
30725,48845,6,1
30725,47766,7,1
30725,20574,8,1
30725,25199,9,1
30725,45066,10,1
30725,21903,11,1
30725,16083,12,1
30725,12745,13,1
30725,18362,14,1
30725,7762,15,1
30725,21137,16,1
30725,40706,17,1
30725,38256,18,1
30725,28769,19,1
30725,36537,20,1
30725,46229,21,1
30725,43961,22,1
30725,2322,23,1
30725,1542,24,1
30725,27999,25,0
31054,43295,1,1
31054,48529,2,1
31054,22825,3,1
31054,11520,4,1
31054,38200,5,1
31054,4920,6,1
31054,1695,7,1
31054,27695,8,1
31054,34448,9,1
31054,27086,10,1
31054,23375,11,1
31054,20520,12,1
31054,42110,13,0
31054,2905,14,1
31054,31040,15,1
31054,45788,16,0
31228,31717,1,0
31228,10385,2,0
31228,26369,3,1
31228,8518,4,1
31228,34126,5,1
31228,39984,6,1
31228,23165,7,0
31228,6873,8,0
31228,12409,9,0
31249,25824,1,0
31249,20118,2,0
31249,3634,3,0
31249,30489,4,0
31249,36918,5,0
31249,23541,6,0
31249,7806,7,0
31249,44310,8,1
31249,7090,9,0
31249,31127,10,0
31249,23304,11,0
31376,39190,1,1
31376,27086,2,1
31376,17789,3,1
31376,10761,4,1
31376,44628,5,0
31376,21903,6,1
31376,28985,7,1
31376,1408,8,0
31376,30391,9,0
31376,4562,10,0
31376,29675,11,1
31376,5618,12,1
31376,41690,13,0
31376,24830,14,1
31376,5025,15,1
31376,28842,16,1
31376,47766,17,1
31376,35939,18,1
31376,24852,19,1
31376,2537,20,0
31376,8138,21,1
31376,33846,22,0
31376,28199,23,1
33157,41722,1,1
33157,15948,2,1
33157,5782,3,1
33157,38168,4,1
33157,47141,5,1
33157,19948,6,1
33157,35483,7,1
33157,44290,8,0
33157,14719,9,0
33641,45249,1,1
33641,26369,2,0
33641,10132,3,1
33641,37119,4,0
33641,29987,5,1
33641,32525,6,0
33641,24630,7,0
33641,15803,8,0
33641,6606,9,0
33641,45195,10,0
33641,33194,11,0
33641,4429,12,0
33641,24195,13,0
33641,4115,14,0
33641,3843,15,0
33641,28985,16,1
33641,459,17,1
33641,2763,18,0
33641,34786,19,0
33641,22208,20,0
33641,2098,21,0
33641,13819,22,1
33641,5353,23,1
33641,31927,24,0
33641,28986,25,1
33662,19604,1,1
33662,33756,2,1
33662,33357,3,1
36087,48264,1,0
36087,23734,2,0
36087,27360,3,0
36087,36086,4,0
36087,15100,5,0
36087,25423,6,0
36087,32638,7,0
36087,20898,8,0
36087,1511,9,1
36087,28634,10,1
36087,23646,11,1
36087,557,12,1
36087,15269,13,1
37871,13263,1,1
37871,48309,2,1
37871,27705,3,1
37871,48523,4,0
37871,19311,5,0
37871,47766,6,0
37871,37067,7,1
37871,15290,8,1
37871,45066,9,1
37871,45007,10,1
37871,21903,11,1
37871,30305,12,1
37871,22849,13,1
37871,3142,14,1
37871,28553,15,1
37871,41149,16,0
37871,1158,17,0
37875,27344,1,1
37875,34217,2,1
37875,21781,3,0
37875,13385,4,1
37875,47890,5,1
37875,24097,6,1
37875,36076,7,1
37875,9124,8,1
37875,4317,9,1
37875,43867,10,1
37875,8424,11,1
37875,33129,12,1
37875,37174,13,0
38896,22035,1,1
38896,13176,2,1
38896,21497,3,1
38896,27845,4,1
38896,17630,5,1
38896,28928,6,0
38896,23029,7,0
38896,3952,8,1
38896,35535,9,0
40479,36189,1,0
40479,48298,2,0
40479,24373,3,0
40479,43928,4,1
40479,1700,5,0
40479,24852,6,0
40479,1025,7,0
40479,44683,8,0
40479,8424,9,0
40479,45007,10,0
40479,32446,11,0
40479,9020,12,1
40479,41058,13,0
40479,26104,14,0
40479,1408,15,1
40479,38739,16,0
40479,21616,17,0
40479,27104,18,1
40479,27683,19,0
40479,25544,20,0
40479,25886,21,0
40479,5456,22,0
43443,17027,1,1
43443,36724,2,1
43443,44632,3,1
43443,26128,4,1
43443,17948,5,1
43443,24009,6,1
43443,3737,7,0
43443,13966,8,0
43443,21137,9,1
43443,32285,10,0
44766,48142,1,1
44766,24532,2,0
44766,43352,3,1
45794,9636,1,0
45794,11613,2,0
49060,15433,1,0
49060,42972,2,0
49060,26604,3,0
49060,2781,4,0
49060,3240,5,0
49060,8149,6,0
49060,43961,7,1
50199,605,1,0
50199,13838,2,0
50199,12312,3,0
50199,22950,4,0
50199,12209,5,0
50199,7396,6,0
50199,7895,7,0
50199,9824,8,1
50199,13870,9,1
50199,21709,10,1
50199,24852,11,1
50199,5450,12,1
50199,29758,13,1
50199,43772,14,1
50199,19488,15,1
50499,38841,1,0
50499,2556,2,0
50499,47385,3,0
50499,39479,4,0
50499,39620,5,0
50499,17691,6,0
50499,28297,7,1
50499,47235,8,0
50499,37651,9,0
50499,26224,10,0
50499,15595,11,0
50499,14280,12,0
50499,17008,13,0
51155,27464,1,1
51155,24852,2,1
51155,27405,3,1
51155,44632,4,0
51155,36070,5,1
51155,34214,6,0
51155,4428,7,0
51155,38400,8,1
51155,17562,9,0
51155,34619,10,1
51155,47962,11,0
51155,22882,12,0
51155,33195,13,0
51155,18091,14,0
51155,45645,15,0
51654,24852,1,1
51654,38689,2,0
51654,26209,3,1
51654,41787,4,0
51654,22935,5,0
51654,5883,6,1
51654,4920,7,1
51654,43086,8,1
51654,16262,9,1
51654,34126,10,1
51654,7948,11,1
51654,26604,12,0
51654,32035,13,0
51654,35383,14,0
51654,21019,15,0
51654,32177,16,0
51654,12341,17,0
51654,31461,18,0
51654,28431,19,0
51654,6750,20,0
51654,28849,21,0
51691,19057,1,1
53395,39475,1,1
53395,45007,2,1
53395,4853,3,1
53395,21903,4,1
53395,32864,5,1
53395,10246,6,1
53395,21938,7,1
53395,40120,8,1
53395,20632,9,1
53395,389,10,0
53395,11068,11,0
53395,9808,12,0
53395,8424,13,0
53395,40738,14,1
53395,35948,15,1
53395,744,16,1
53395,23537,17,0
53395,26634,18,0
53395,46107,19,0
53395,30720,20,1
53395,15937,21,0
53395,22312,22,0
53395,5025,23,1
54804,33000,1,0
54804,29871,2,0
54804,34497,3,0
54804,32642,4,0
54804,36685,5,0
54804,32689,6,0
54804,15290,7,0
54804,40619,8,0
54804,43279,9,0
54804,264,10,0
54804,10901,11,0
54804,22957,12,0
54804,31506,13,0
54804,9068,14,0
54804,9743,15,0
54804,19734,16,0
54804,35721,17,0
54804,20985,18,0
54804,11331,19,0
54804,30338,20,0
54804,39889,21,0
54804,38406,22,0
54804,19468,23,0
54804,37449,24,0
54804,15269,25,0
54804,35761,26,0
54804,22105,27,0
54804,36434,28,1
54804,33168,29,0
54804,43968,30,0
54804,29783,31,0
54804,6189,32,0
54804,8049,33,0
54804,36259,34,0
54804,19005,35,0
54804,44245,36,0
54804,36849,37,0
56788,7521,1,1
56788,13560,2,1
56788,19006,3,0
57869,19677,1,1
57869,8163,2,0
57869,47888,3,1
57869,13176,4,1
57869,32177,5,0
57869,26940,6,0
57869,8518,7,0
57869,28348,8,0
57869,24964,9,1
57869,6292,10,0
57869,18242,11,0
57869,41544,12,0
57869,2295,13,0
57869,27683,14,0
57869,17789,15,0
57869,7515,16,0
58387,40709,1,1
58387,40459,2,1
58387,24852,3,1
58387,24010,4,1
58387,6347,5,1
58387,16185,6,1
58387,8153,7,1
58387,39560,8,1
58387,19624,9,1
58387,44799,10,1
58387,33000,11,1
58387,23375,12,1
58387,3384,13,1
58387,4377,14,1
58387,46058,15,1
58387,49605,16,1
63889,33614,1,1
63889,14159,2,0
63889,15276,3,1
63889,41534,4,0
63889,6274,5,0
63889,27429,6,0
63889,35923,7,0
63889,46222,8,0
63889,8424,9,0
63889,5375,10,0
64546,40939,1,1
66813,10026,1,1
66813,27086,2,1
66813,21333,3,1
66813,46881,4,1
66813,40706,5,1
66813,6927,6,0
66813,46979,7,0
66813,29487,8,0
66813,30720,9,1
66813,30391,10,0
66813,4920,11,0
66813,6647,12,1
66813,9076,13,0
66813,48290,14,1
68760,29307,1,1
69997,17706,1,0
69997,35951,2,0
69997,30169,3,0
69997,21903,4,1
69997,34221,5,0
70005,44690,1,1
70005,19479,2,0
70005,30352,3,1
70005,11452,4,0
70005,37849,5,0
70005,4605,6,1
70005,13423,7,1
70005,10912,8,0
70005,3560,9,1
70005,24852,10,0
70005,5472,11,0
70005,36962,12,1
70005,40310,13,0
70005,15100,14,1
70005,14488,15,0
70005,31564,16,1
70005,27196,17,1
70005,21938,18,1
70005,24184,19,0
70005,39028,20,0
70005,34321,21,1
70005,307,22,1
70005,27179,23,1
70005,13822,24,0
70005,12087,25,0
70074,22451,1,0
70074,37121,2,0
70074,27845,3,0
70074,22142,4,0
70074,43749,5,0
70074,8104,6,0
70074,28986,7,0
70074,27665,8,0
70074,43295,9,0
70074,16521,10,0
70422,19660,1,1
70932,35951,1,1
70932,43122,2,1
70932,13176,3,1
70932,34134,4,1
70932,5114,5,1
70932,21137,6,1
70932,33754,7,1
70932,38248,8,1
70932,39275,9,1
70932,46692,10,1
70932,47888,11,1
70932,45582,12,1
70932,8859,13,1
70932,33787,14,1
70932,45007,15,1
70932,9000,16,0
70932,6188,17,0
70932,38141,18,0
70932,11130,19,0
70932,46906,20,0
71561,24852,1,1
71561,45002,2,0
71561,26497,3,1
71561,19068,4,1
71561,10151,5,0
73642,46284,1,1
73642,3808,2,0
73642,19653,3,0
73914,13176,1,1
73914,14874,2,1
73914,24120,3,0
73914,35629,4,0
73914,48123,5,1
73914,5818,6,1
73914,27719,7,0
73914,9839,8,1
73914,23165,9,1
73914,26369,10,1
73914,38777,11,1
73914,31553,12,1
73914,10749,13,1
73914,43768,14,1
73914,17794,15,1
73914,8193,16,1
73914,26497,17,0
73914,38159,18,1
73914,28199,19,1
75709,49189,1,0
75709,24852,2,1
75709,28204,3,1
75709,45279,4,1
75709,32566,5,1
75709,274,6,1
75709,31268,7,0
75709,8192,8,1
75709,32677,9,1
75709,13672,10,1
75709,41351,11,0
75709,20512,12,1
75709,13203,13,1
75780,6891,1,1
75780,34061,2,1
75780,49235,3,1
75780,7781,4,1
76073,49191,1,0
76073,12576,2,0
76073,44925,3,0
76073,43799,4,0
76073,46488,5,0
76073,26372,6,0
77188,31343,1,0
77188,17600,2,0
77188,47672,3,1
77188,4455,4,1
77188,41844,5,1
77188,21417,6,1
77188,45066,7,1
77188,39180,8,1
77188,21704,9,1
77188,21137,10,1
77188,13176,11,1
77188,3952,12,1
77188,4920,13,1
77188,20899,14,1
77188,36695,15,1
77188,7559,16,1
77188,23801,17,1
78345,32478,1,1
78345,13575,2,1
78345,6184,3,1
78345,8048,4,1
78345,41400,5,1
78345,26088,6,1
78345,37590,7,1
78345,651,8,1
78345,37687,9,1
78345,9067,10,1
78345,27156,11,1
78345,21903,12,1
78345,14001,13,1
78345,4724,14,1
78345,21137,15,0
78345,37220,16,0
79506,19660,1,1
79506,4957,2,1
79506,42450,3,1
79506,34448,4,1
79506,9124,5,1
79506,8424,6,1
79506,26083,7,0
79506,15290,8,1
79506,2295,9,1
79506,41544,10,0
79506,23375,11,1
79506,28476,12,1
79506,42110,13,0
79506,39966,14,0
79506,31869,15,0
80205,3990,1,1
80205,13176,2,1
80205,26856,3,1
80205,45210,4,1
80205,41665,5,1
80205,28849,6,1
80205,11941,7,1
80205,26711,8,1
80205,26767,9,1
80205,44548,10,1
80205,17829,11,1
80205,22920,12,0
80205,49328,13,0
80205,22472,14,1
80205,38563,15,0
80856,26040,1,1
80856,33589,2,0
80856,13834,3,0
80856,29487,4,0
80856,12403,5,0
80856,43905,6,0
80856,18019,7,0
80856,47141,8,1
80856,39247,9,0
80856,20273,10,0
80856,33245,11,1
80856,29078,12,0
80856,14897,13,0
80856,11433,14,0
80856,11182,15,1
82890,18196,1,0
82890,34064,2,0
82890,10246,3,0
82890,28842,4,1
82890,35907,5,1
82890,36736,6,0
82890,33086,7,0
85194,12732,1,1
85811,17355,1,1
85811,15438,2,1
85811,27086,3,1
85811,24131,4,1
85811,18441,5,1
85811,34425,6,1
85811,46886,7,1
85811,40198,8,1
85811,44422,9,1
85811,42938,10,1
85811,44632,11,1
85811,32864,12,1
85811,20437,13,1
85811,25146,14,1
85811,48104,15,1
85811,45123,16,1
89512,2855,1,1
89512,24852,2,1
89512,30233,3,0
89512,7485,4,0
89512,46820,5,1
89512,40632,6,1
89512,34747,7,1
89512,21128,8,0
89512,27336,9,0
89512,40723,10,1
89512,38164,11,0
89512,17526,12,0
89512,37276,13,0
89512,32580,14,0
90636,44172,1,0
90636,42265,2,0
90636,21572,3,0
90636,26317,4,0
90822,23405,1,0
90822,12409,2,0
90822,46688,3,0
90906,15950,1,1
90906,36117,2,1
90906,21903,3,1
90906,16083,4,1
90906,6104,5,1
90906,6187,6,1
90906,7781,7,1
90906,37067,8,1
90906,47766,9,1
90906,8277,10,1
90906,42944,11,0
90906,12206,12,1
90906,42828,13,1
90906,14992,14,1
90906,260,15,1
90906,47388,16,1
90906,28849,17,1
90906,27521,18,1
90906,46505,19,1
90906,3376,20,0
90906,23695,21,0
90906,15892,22,0
90906,45679,23,1
90906,1090,24,0
90906,24221,25,0
90906,22312,26,0
90906,38273,27,1
90906,48210,28,0
91549,260,1,0
91549,8174,2,1
91549,1468,3,1
91628,36550,1,1
91628,35163,2,0
91628,40706,3,1
91628,26209,4,1
91628,46226,5,0
91628,5031,6,0
91628,27683,7,0
91628,40836,8,0
93150,7574,1,1
93150,48805,2,0
93150,13974,3,0
93150,24852,4,1
93150,33664,5,0
93150,19723,6,0
93150,21572,7,1
94114,34940,1,1
94114,760,2,1
94114,7644,3,1
94114,22943,4,1
94114,15540,5,1
94114,49139,6,1
95337,10117,1,1
95337,8474,2,1
95337,20674,3,1
95337,14233,4,1
95337,16965,5,1
95337,20844,6,1
95337,18362,7,1
95337,45714,8,1
95337,47681,9,1
95337,47518,10,1
95337,7597,11,1
95337,47141,12,1
95337,21293,13,0
97584,47766,1,1
97584,47626,2,1
97584,21137,3,1
97584,44795,4,1
97584,12440,5,1
97584,4920,6,1
97584,3645,7,1
97584,18159,8,0
97584,13500,9,1
98257,591,1,1
98588,16234,1,1
98588,13176,2,1
98588,41771,3,1
98588,39408,4,1
98588,27325,5,1
98588,14233,6,1
99089,26475,1,1
99089,21386,2,1
99089,329,3,1
99089,13176,4,1
99089,4952,5,1
99089,7808,6,1
99089,18765,7,1
99089,49416,8,1
99089,30391,9,1
99089,20632,10,1
99089,21137,11,1
99089,15200,12,1
99089,5876,13,1
99089,47209,14,1
99089,8277,15,1
99089,19057,16,1
99089,6740,17,0
99089,16254,18,1
99089,34270,19,1
99089,26317,20,1
99089,19731,21,1
99089,16759,22,1
99089,44359,23,1
99089,41757,24,1
99089,4461,25,0
100428,8803,1,1
100428,21903,2,1
102139,28204,1,1
102139,24267,2,1
102139,19348,3,1
102139,19660,4,1
102139,21019,5,1
102139,18599,6,1
102139,25890,7,1
102139,46906,8,1
102139,13984,9,1
102139,47626,10,1
102139,48299,11,1
102139,41950,12,1
102139,11777,13,1
102139,26604,14,1
102523,33394,1,1
102523,37190,2,1
102523,25544,3,1
102523,31883,4,1
102523,49098,5,1
102523,39408,6,1
102523,3717,7,1
102523,49520,8,0
102523,24852,9,1
102523,36236,10,0
102523,27356,11,0
102523,45588,12,1
102523,18498,13,1
102523,4605,14,1
102523,28805,15,0
102523,495,16,0
104170,30923,1,1
104170,8018,2,1
104170,38689,3,1
104170,21802,4,1
104170,24852,5,1
104170,18465,6,1
104170,6489,7,1
104170,23765,8,1
104170,28986,9,0
104170,46906,10,0
104170,5438,11,1
104170,43465,12,0
104170,26283,13,0
104765,8932,1,0
104765,13287,2,1
104765,13029,3,1
104765,18610,4,1
104765,196,5,1
104765,9290,6,0
104765,22559,7,0
104765,1603,8,0
104765,5375,9,1
104765,49306,10,1
104765,20156,11,1
104765,27395,12,1
104765,37066,13,1
104765,37940,14,1
104765,46023,15,1
104765,14539,16,0
104830,24838,1,0
104830,39275,2,1
104830,35547,3,1
104830,34234,4,1
104830,25513,5,0
104830,31487,6,0
104830,1700,7,1
104830,19491,8,1
104830,5770,9,1
104830,2481,10,1
104830,44925,11,1
104830,31618,12,1
104830,24117,13,1
104830,37366,14,1
104830,21240,15,1
104830,48568,16,0
104830,1461,17,0
104830,19178,18,0
106635,25437,1,0
106635,29142,2,1
106635,311,3,1
106635,27695,4,1
106635,7035,5,1
106635,13802,6,0
106635,43086,7,1
106635,46785,8,1
106635,47209,9,1
106635,39475,10,1
106635,24830,11,0
106635,17221,12,0
106635,13852,13,0
106635,1203,14,1
106635,30881,15,0
106635,6344,16,0
106635,30165,17,0
106635,32465,18,0
106635,24964,19,1
106635,18531,20,0
106635,33642,21,1
106635,21463,22,0
107263,21709,1,1
107263,47766,2,1
107263,9689,3,1
107263,34969,4,1
107263,3376,5,1
107263,24830,6,1
107263,40516,7,1
107263,19348,8,1
107263,30391,9,1
107263,28156,10,0
107263,41593,11,0
109205,22890,1,0
109205,46709,2,0
109205,6141,3,0
109205,32338,4,0
109205,11265,5,1
109205,14197,6,1
109205,17794,7,0
109205,17862,8,0
109205,7058,9,0
109205,15261,10,0
109205,13780,11,0
109205,2309,12,0
109205,18523,13,0
109205,40073,14,0
109205,37067,15,0
109205,49517,16,1
109205,40332,17,0
109205,35752,18,0
109205,27903,19,0
109205,11344,20,0
111496,44632,1,1
111496,37646,2,0
111496,22825,3,0
111496,21903,4,0
111496,15040,5,0
111496,48679,6,1
111496,13176,7,0
111496,27966,8,0
111496,18471,9,0
111496,30450,10,0
111496,35921,11,0
111496,2757,12,0
111496,19048,13,0
111496,45007,14,0
113838,13176,1,1
113838,5450,2,1
113838,128,3,1
113838,41544,4,1
113838,49075,5,1
113838,20767,6,1
113838,15803,7,1
113838,3952,8,1
113838,28934,9,1
113838,29127,10,1
113838,6210,11,1
113838,29574,12,0
113838,42768,13,1
113838,16145,14,1
116695,27086,1,1
116695,13733,2,1
116695,24852,3,1
116695,36550,4,1
116695,8968,5,1
116695,45346,6,1
116695,11162,7,1
116695,45842,8,1
116695,14947,9,1
116695,4400,10,1
116695,28329,11,1
116695,23029,12,1
116695,24489,13,1
116695,47209,14,1
116695,39877,15,1
116695,34969,16,1
116695,19125,17,1
116695,44397,18,0
116695,18389,19,0
116695,40910,20,0
117117,19660,1,1
117117,40001,2,1
117117,432,3,0
117117,39275,4,0
117117,26604,5,0
117117,12741,6,1
117117,21903,7,1
117117,36994,8,1
117117,23032,9,1
117117,37851,10,0
119255,41774,1,1
119255,36189,2,1
119255,25005,3,1
119255,49383,4,1
119255,14161,5,1
119255,21137,6,1
119255,48679,7,1
119255,42585,8,1
119255,22825,9,1
119255,15200,10,1
119255,47809,11,1
119255,47766,12,1
119947,27845,1,1
119947,30776,2,1
119947,6656,3,1
119947,2382,4,1
119947,46906,5,1
119947,12872,6,1
119947,15649,7,1
119947,29970,8,1
119947,31130,9,0
119947,18523,10,0
119947,44310,11,0
119947,26914,12,0
119947,27966,13,0
119947,46049,14,1
119947,40706,15,0
119947,44632,16,0
119947,19125,17,1
119947,49318,18,0
119967,20034,1,0
119967,41950,2,0
119967,31553,3,0
119967,1240,4,1
119967,47788,5,1
119967,260,6,1
119967,35951,7,1
119967,24838,8,0
119967,47893,9,0
119967,1828,10,0
119967,8193,11,1
119967,28553,12,1
119967,27521,13,1
119967,14126,14,1
119967,31717,15,1
119967,18535,16,1
119967,45827,17,1
119967,40706,18,1
119967,35163,19,1
119967,16797,20,1
119967,32177,21,1
119967,7503,22,0
119967,38693,23,1
119967,42585,24,1
120169,12033,1,1
120169,20178,2,1
120169,25948,3,0
120169,38164,4,1
120169,7325,5,1
120169,31444,6,0
120169,43165,7,0
120169,13176,8,1
120169,8174,9,1
120169,47626,10,0
121883,41680,1,0
121883,13715,2,0
121883,11352,3,1
121883,27454,4,0
121883,45767,5,1
121883,16920,6,1
121883,16714,7,1
121883,39275,8,1
121883,44497,9,1
121883,34160,10,1
121883,9389,11,0
121883,21137,12,1
121883,27730,13,0
121883,47950,14,1
121883,3381,15,1
121883,3990,16,0
121883,13083,17,0
121883,31689,18,1
121883,14957,19,0
121883,27966,20,0
121883,4687,21,1
121883,8873,22,1
121883,37354,23,1
121883,11826,24,1
121883,9106,25,0
121883,35570,26,0
121883,17758,27,0
121883,31215,28,0
121883,49247,29,0
121883,33754,30,0
121883,43902,31,0
121883,23753,32,1
121883,364,33,0
121883,8190,34,0
121883,35580,35,0
121883,21754,36,0
122349,39041,1,0
122349,8479,2,0
122349,36650,3,0
122349,15109,4,1
122349,28199,5,0
124394,4724,1,1
124394,16797,2,1
124394,9007,3,1
124394,25379,4,1
124394,23537,5,0
125765,19895,1,1
125765,44389,2,1
125765,13870,3,1
125765,27966,4,1
125765,20632,5,1
125765,22035,6,1
125765,20118,7,1
125765,781,8,1
125765,35038,9,0
125765,36724,10,0
125765,42445,11,0
130722,32465,1,1
130722,30489,2,1
130722,24852,3,1
130722,43295,4,0
130722,42736,5,1
130722,39180,6,0
130722,16185,7,0
130722,21903,8,1
130722,5337,9,1
130722,44570,10,0
130722,17794,11,1
130722,5618,12,0
130722,7058,13,0
130722,32624,14,0
130722,12779,15,0
130722,45007,16,0
130722,5769,17,0
130722,45535,18,0
130722,28849,19,0
130722,34126,20,0
130760,39275,1,1
130760,43352,2,1
130760,38768,3,1
130760,21288,4,1
130760,8048,5,1
130760,17207,6,1
130760,32079,7,1
131716,24852,1,1
131716,16083,2,1
131716,28934,3,1
131716,2078,4,1
131716,4920,5,1
131716,42585,6,1
131716,24964,7,1
131716,7628,8,1
131716,47626,9,1
131716,8412,10,1
131716,27845,11,1
131716,26317,12,1
131716,1158,13,1
131716,42265,14,1
131716,9387,15,1
131716,26209,16,1
131716,28553,17,1
131716,24830,18,1
131716,4605,19,0
131716,36216,20,1
134531,12113,1,0
134531,13198,2,0
134531,5450,3,0
134531,38544,4,1
134531,37718,5,1
134531,37119,6,0
134531,33911,7,0
137773,48453,1,1
137773,10339,2,1
137773,17530,3,1
137773,14233,4,1
137773,27020,5,1
139431,24852,1,1
139431,40604,2,1
139431,22825,3,1
139431,47209,4,1
139431,15872,5,1
139431,5212,6,1
139431,25371,7,1
139431,24413,8,1
139431,44557,9,1
139431,18629,10,1
139431,32230,11,0
139431,35050,12,0
139431,40174,13,0
139431,40788,14,1
139431,28570,15,0
139431,35819,16,0
139431,48679,17,0
139431,39619,18,0
139431,10121,19,0
139431,24221,20,0
139431,260,21,1
141857,24852,1,1
141857,581,2,1
141857,21903,3,0
141857,47766,4,1
141857,40706,5,1
141857,16797,6,1
141857,39408,7,0
141857,32259,8,0
141857,8239,9,0
141857,10246,10,0
141857,34861,11,0
141857,28156,12,0
141857,32747,13,0
143541,12078,1,1
143541,12916,2,1
143541,21292,3,1
143541,33279,4,1
151108,15028,1,0
151108,18242,2,0
151108,39090,3,1
151108,38903,4,0
151108,14429,5,0
151108,5769,6,1
151108,11933,7,1
151108,165,8,1
151108,24964,9,1
151108,4605,10,1
151108,45007,11,1
151108,18908,12,1
151108,16521,13,1
151108,18531,14,1
151108,12431,15,1
151108,36651,16,1
151108,29820,17,1
151108,7734,18,1
151108,7948,19,1
151108,39328,20,1
151108,39475,21,1
151108,37646,22,1
151108,3952,23,1
151108,1025,24,1
155193,3298,1,1
155193,8057,2,1
155193,46058,3,0
155193,12078,4,0
155193,45051,5,1
155193,13259,6,0
155193,17902,7,1
155193,40939,8,1
159292,6991,1,0
159292,16217,2,0
159292,24152,3,0
159292,12805,4,0
159292,42137,5,0
159580,40004,1,0
159580,970,2,1
159580,44142,3,1
159580,38365,4,1
159580,15664,5,1
159580,14258,6,0
159580,24313,7,1
159580,48697,8,1
159580,36236,9,0
159580,14197,10,0
159580,29744,11,1
159580,47261,12,1
162949,24838,1,1
162949,47766,2,1
162949,39121,3,1
162949,27307,4,1
162949,29987,5,1
162949,24964,6,1
162949,13829,7,1
162949,3628,8,1
162949,21174,9,1
162949,46979,10,1
162949,43768,11,1
162949,31717,12,1
162949,29328,13,1
162949,32465,14,1
162949,48094,15,1
162949,5646,16,1
162949,21267,17,1
162949,41259,18,0
162949,26217,19,0
162949,37458,20,0
162949,15411,21,0
162949,19508,22,1
162949,12206,23,1
162949,21903,24,1
162949,23304,25,0
164317,18432,1,1
164317,49139,2,1
