order_id,product_id,add_to_cart_order,reordered
1605,21903,9,1
1605,48679,10,1
1605,32640,11,1
1605,24489,12,0
1605,27521,13,0
1605,5514,14,1
1605,45007,15,0
1605,19048,16,0
1605,34126,17,1
1605,13984,18,0
1605,38164,19,0
1605,17956,20,0
1828,41950,1,1
1828,24852,2,1
1828,47626,3,1
1828,12341,4,1
1828,37119,5,1
1828,43122,6,1
1828,32467,7,1
1828,24184,8,0
1828,44142,9,1
1828,49683,10,0
1828,8424,11,0
1828,14992,12,1
1828,14612,13,0
1828,18127,14,0
1828,31663,15,0
1828,21781,16,0
1828,45714,17,1
1828,19068,18,0
1853,23339,1,0
1853,25340,2,1
1853,38777,3,0
1853,21513,4,0
1853,37511,5,0
1853,28521,6,1
1949,10212,1,0
1949,49616,2,0
1949,29103,3,0
1961,24390,1,0
1961,13198,2,1
1961,22935,3,1
1961,26209,4,1
1961,35939,5,1
1961,26497,6,1
1961,28842,7,1
1969,20785,1,1
1969,46676,2,1
1969,47766,3,1
1969,49235,4,1
1969,24838,5,1
1969,39475,6,1
1969,8277,7,1
1969,35140,8,1
1969,24062,9,1
1969,27247,10,1
1969,10527,11,1
1969,32177,12,1
1969,457,13,1
1969,5646,14,1
1969,36287,15,1
1971,44580,1,0
1971,9390,2,0
1971,35547,3,1
1971,3957,4,1
1971,27247,5,1
1971,42944,6,1
1971,34969,7,1
1971,35163,8,1
1971,47209,9,1
2031,17429,1,1
2031,35750,2,1
2031,27683,3,1
2031,18465,4,1
2031,40604,5,1
2031,18010,6,0
2031,15592,7,0
2031,47766,8,1
2031,36082,9,1
2031,24852,10,1
2031,20549,11,0
2031,9339,12,0
2031,1529,13,0
2057,24489,1,0
2057,27966,2,0
2057,25552,3,0
2057,15570,4,0
2057,7521,5,1
2057,5496,6,1
2105,7693,1,1
2105,42972,2,1
2105,11679,3,1
2105,3990,4,1
2105,17341,5,1
2105,10673,6,1
2105,12011,7,1
2105,27801,8,1
2105,6448,9,1
2105,45531,10,1
2105,29392,11,1
2105,46361,12,1
2105,33819,13,0
2105,18352,14,0
2105,10957,15,1
2105,43183,16,1
2105,28632,17,1
2140,22035,1,1
2140,28427,2,1
2140,5612,3,1
2140,8467,4,1
2140,13702,5,1
2140,6948,6,1
2140,17419,7,1
2140,43713,8,1
2140,41844,9,1
2207,30489,1,1
2207,44632,2,1
2207,14947,3,1
2207,24852,4,1
2207,45007,5,1
2207,24964,6,1
2207,40377,7,1
2207,3840,8,1
2207,18689,9,1
2207,38312,10,1
2207,49683,11,0
2207,47626,12,0
2207,42091,13,1
2207,1118,14,0
2219,14295,1,1
2219,8104,2,1
2219,19078,3,1
2219,34389,4,1
2219,29886,5,1
2219,4210,6,1
2219,47163,7,0
2219,41116,8,1
2219,8475,9,1
2219,47112,10,1
2219,44792,11,1
2219,25721,12,1
2219,30754,13,1
2360,38714,1,1
2360,24852,2,1
2360,4210,3,1
2360,5210,4,0
2360,45877,5,1
2360,12212,6,0
2360,23549,7,0
2360,39247,8,0
2360,39545,9,1
2360,2170,10,0
2416,49583,1,1
2416,45007,2,1
2416,18465,3,1
2416,12341,4,1
2416,28842,5,1
2416,5380,6,1
2416,49075,7,1
2416,21903,8,1
2424,19711,1,1
2441,397,1,0
2441,37460,2,1
2441,34283,3,0
2441,6338,4,1
2441,17616,5,1
2441,31992,6,1
2441,29859,7,1
2441,49279,8,1
2441,32519,9,1
2441,6448,10,1
2441,10181,11,1
2441,3693,12,1
2441,37611,13,0
2441,31506,14,1
2441,25380,15,0
2441,196,16,1
2441,22795,17,1
2441,46361,18,1
2441,14379,19,1
2441,31981,20,1
2441,38287,21,1
2441,26373,22,0
2441,8460,23,0
2441,27086,24,0
2441,37052,25,0
2441,46749,26,0
2441,42079,27,0
2441,34993,28,0
2441,30169,29,1
2441,31701,30,0
2441,44487,31,1
2441,39962,32,0
2441,27663,33,0
2441,7901,34,0
2441,13977,35,0
2441,1449,36,0
2441,30123,37,0
2441,6128,38,0
2441,26528,39,0
2441,10424,40,0
2441,43928,41,0
2441,39041,42,0
2441,47357,43,0
2441,41111,44,0
2441,37849,45,0
2446,47766,1,1
2446,46106,2,1
2446,9430,3,1
2446,17791,4,1
2446,26209,5,1
2446,47144,6,1
2446,17794,7,1
2446,25890,8,1
2446,38662,9,1
2446,14161,10,1
2446,21955,11,1
2446,40173,12,1
2480,45066,1,1
2480,9076,2,1
2480,46584,3,1
2480,24852,4,1
2487,13176,1,1
2487,47209,2,1
2487,40146,3,1
2487,46979,4,1
2532,23579,1,0
2532,22227,2,0
2532,5250,3,0
2532,10551,4,0
2532,22255,5,0
2532,29449,6,0
2532,47717,7,0
2532,7076,8,1
2596,4920,1,1
2596,13176,2,1
2596,45066,3,1
2596,5646,4,1
2596,35199,5,1
2596,17706,6,0
2596,13500,7,1
2596,34969,8,1
2596,6873,9,1
2596,34262,10,1
2596,38775,11,0
2596,47280,12,1
2596,39275,13,1
2596,21137,14,1
2596,32689,15,1
2596,13885,16,0
2596,24231,17,0
2596,38293,18,1
2596,46782,19,1
2596,13829,20,0
2596,20548,21,1
2596,25824,22,0
2596,13870,23,1
2596,18288,24,0
2596,40961,25,1
2596,35898,26,0
2596,7835,27,0
2674,6182,1,1
2674,30718,2,1
2674,13176,3,1
2674,36929,4,1
2674,8075,5,1
2674,2597,6,1
2674,35986,7,1
2693,26668,1,0
2693,27683,2,1
2693,18465,3,1
2693,17429,4,1
2693,18010,5,1
2693,40604,6,1
2693,15592,7,1
2693,47766,8,1
2693,36082,9,1
2693,1529,10,1
2693,45063,11,0
2693,24852,12,1
2693,25931,13,0
2693,27966,14,0
2766,39094,1,0
2766,32935,2,1
2766,34262,3,1
2766,38293,4,1
2766,31040,5,0
2785,46616,1,1
2785,2091,2,1
2785,47977,3,0
2785,46676,4,0
2785,34230,5,0
2785,31663,6,0
2785,40604,7,0
2785,24852,8,0
2785,49478,9,0
2785,43352,10,0
2785,35761,11,1
2785,28632,12,0
2785,40621,13,0
2785,33129,14,1
2814,22035,1,1
2814,14211,2,1
2814,43875,3,1
2814,6046,4,1
2824,11520,1,1
2824,435,2,1
2824,5746,3,1
2824,38067,4,1
2824,20995,5,1
2824,27531,6,1
2824,34530,7,1
2824,26165,8,1
2824,21334,9,1
2824,35176,10,0
2897,43673,1,0
2897,34278,2,0
2897,47209,3,1
2897,7746,4,0
2897,11520,5,1
2897,45570,6,1
2897,24221,7,1
2897,5451,8,1
2897,12419,9,1
2897,35951,10,1
2953,23082,1,1
2953,877,2,1
2953,16797,3,1
2953,19348,4,1
2953,1408,5,1
2953,12508,6,1
2953,49319,7,1
2953,35591,8,1
2953,47759,9,0
2953,25084,10,0
2953,10246,11,1
2958,6286,1,1
2958,1940,2,1
2958,11361,3,1
2958,1181,4,1
2958,28427,5,1
2958,260,6,1
2958,9076,7,1
2958,49683,8,1
2958,4086,9,1
2958,26604,10,1
2958,47788,11,1
2979,5115,1,1
2979,33716,2,1
2979,45007,3,1
2979,22935,4,1
2979,49478,5,1
2979,29662,6,1
2979,36438,7,1
2979,9047,8,1
2979,48291,9,1
2979,7014,10,0
2979,35090,11,0
2979,25659,12,0
2979,47780,13,0
2979,24489,14,0
2979,45695,15,0
2979,10998,16,1
2979,21514,17,0
2979,27845,18,0
2979,6508,19,0
2979,13269,20,0
2979,44786,21,0
2979,48747,22,0
2979,47042,23,0
2979,33862,24,0
2979,39783,25,0
2979,28985,26,1
2979,45200,27,1
2979,17794,28,1
2979,30391,29,0
2979,10749,30,0
2979,21938,31,0
3011,39475,1,0
3011,7350,2,0
3011,3090,3,0
3011,39275,4,0
3011,10685,5,0
3011,3835,6,0
3183,14870,1,1
3183,23644,2,1
3183,27966,3,1
3183,28986,4,1
3183,25640,5,1
3183,22990,6,1
3183,17284,7,1
3183,26209,8,1
3183,21137,9,1
3183,39947,10,0
3183,7806,11,1
3183,34126,12,1
3183,1483,13,1
3226,37687,1,1
3226,47790,2,1
3226,44471,3,1
3226,38815,4,0
3226,13128,5,0
3257,36011,1,0
3257,28204,2,0
3257,46916,3,0
3257,44293,4,0
3257,39408,5,0
3279,42736,1,1
3279,35108,2,0
3279,8021,3,1
3279,45056,4,1
3279,16262,5,1
3279,8174,6,1
3279,40709,7,1
3279,4367,8,1
3279,12572,9,1
3279,41917,10,1
3279,44275,11,1
3279,5450,12,1
3279,34335,13,1
3279,20842,14,1
3279,9054,15,0
3295,3330,1,0
3295,26283,2,1
3295,5479,3,1
3295,37646,4,1
3295,46770,5,1
3295,25013,6,1
3295,24184,7,1
3295,17038,8,1
3295,47626,9,1
3295,34243,10,1
3295,27999,11,0
3295,24852,12,1
3295,18362,13,1
3295,21405,14,1
3308,31553,1,1
3308,3098,2,0
3308,47766,3,1
3308,29077,4,1
3308,21903,5,1
3308,26209,6,1
3308,33000,7,1
3308,30682,8,0
3308,47626,9,1
3308,8959,10,1
3308,11520,11,1
3308,3066,12,1
3308,28934,13,1
3308,19048,14,1
3308,37193,15,1
3308,12456,16,0
3308,3849,17,0
3308,43654,18,1
3308,48099,19,0
3308,5785,20,0
3350,16797,1,1
3350,43352,2,1
3350,3265,3,1
3350,13176,4,1
3350,39275,5,1
3350,20955,6,1
3398,13646,1,1
3398,36194,2,1
3398,14947,3,1
3398,14633,4,1
3398,31342,5,0
3398,31040,6,1
3398,39667,7,0
3398,6348,8,0
3398,2344,9,1
3398,18908,10,1
3398,7485,11,0
3398,47766,12,1
3398,29393,13,1
3398,13782,14,0
3398,22169,15,0
3398,25146,16,0
3398,1646,17,0
3454,37766,1,0
3454,26209,2,0
3454,39984,3,0
3454,44375,4,0
3454,4493,5,0
3454,5479,6,0
3497,24852,1,1
3497,49610,2,1
3497,20636,3,1
3497,24617,4,1
3499,35951,1,1
3499,13176,2,1
3499,7010,3,1
3499,35055,4,1
3499,47804,5,1
3499,2522,6,0
3499,33438,7,0
3499,4163,8,0
3585,14104,1,0
3585,30387,2,0
3585,2422,3,0
3585,48599,4,0
3585,21602,5,0
3585,17598,6,0
3585,2778,7,0
3585,35383,8,0
3585,11463,9,0
3585,46941,10,0
3585,44254,11,0
3585,8638,12,0
3585,1752,13,0
3621,49325,1,1
3621,40063,2,1
3621,32030,3,1
3621,7963,4,1
3621,24852,5,1
3621,43961,6,0
3621,21903,7,1
3621,34262,8,1
3621,5322,9,1
3621,27596,10,1
3621,44632,11,0
3621,20353,12,1
3631,325,1,1
3631,31778,2,1
3631,21936,3,1
3631,40136,4,1
3631,23734,5,1
3631,20175,6,1
3631,16013,7,0
3631,42804,8,1
3631,43508,9,1
3631,41290,10,1
3631,3967,11,1
3631,2350,12,1
3631,35978,13,1
3631,44325,14,0
3879,7751,1,0
3879,30391,2,1
3879,21405,3,0
3879,22395,4,0
3879,39928,5,0
3879,43122,6,0
3879,38274,7,1
3879,12872,8,0
3940,5883,1,0
3940,39409,2,1
3940,45504,3,1
3940,6631,4,1
3940,38274,5,1
3940,21137,6,1
3940,42828,7,1
3940,40852,8,1
3956,18465,1,1
3956,34134,2,1
3956,7781,3,1
3956,47209,4,1
3956,3020,5,1
3956,5876,6,1
3956,21125,7,1
3956,32096,8,1
3956,13176,9,1
3956,44359,10,1
3956,39005,11,1
3956,3330,12,1
3956,39928,13,1
3956,13031,14,1
3956,21903,15,1
3956,40229,16,1
3956,29370,17,1
3956,42265,18,1
3956,25640,19,1
3956,40878,20,1
3956,7156,21,1
3956,44371,22,1
3956,7485,23,1
3956,9472,24,1
3956,38985,25,1
3956,39977,26,1
4051,47626,1,1
4051,35973,2,0
4051,28156,3,0
4051,44987,4,1
4051,34969,5,0
4118,42183,1,1
4118,45788,2,1
4118,39781,3,0
4118,18993,4,1
4118,22760,5,1
4118,11707,6,1
4118,11352,7,1
4224,26620,1,1
4224,45747,2,0
4224,39947,3,0
4224,5794,4,1
4224,49235,5,0
4224,34336,6,0
4224,47626,7,0
4224,47209,8,0
4224,37011,9,0
4224,30391,10,0
4224,48988,11,0
4224,2966,12,0
4224,19677,13,0
4224,7521,14,0
4224,33787,15,1
4224,27423,16,0
4224,41950,17,0
4224,43789,18,0
4224,1529,19,0
4224,13292,20,0
4224,29270,21,0
4281,12341,1,1
4281,15751,2,1
4281,8368,3,1
4285,39275,1,1
4285,10326,2,1
4285,37067,3,0
4285,20931,4,0
4285,26604,5,1
4285,42208,6,0
4285,27966,7,1
4285,45007,8,1
4285,14874,9,1
4285,1467,10,0
4285,25489,11,0
4285,22272,12,1
4285,22565,13,0
4285,45566,14,0
4302,31737,1,0
4302,11068,2,0
4302,21137,3,1
4302,37029,4,0
4302,46082,5,1
4302,22969,6,1
4302,23025,7,1
4302,12343,8,1
4374,42803,1,1
4374,27845,2,1
4374,12440,3,1
4374,24852,4,1
4374,36085,5,0
4374,9076,6,0
4374,17948,7,0
4490,9047,1,1
4490,4462,2,1
4490,12667,3,0
4514,47601,1,1
4514,24852,2,1
4514,49235,3,1
4514,9076,4,1
4514,10749,5,0
4514,1244,6,0
4514,30391,7,1
4514,35510,8,0
4514,546,9,0
4514,40408,10,0
4549,39275,1,1
4549,24852,2,1
4549,28199,3,1
4549,35682,4,1
4549,44278,5,1
4549,40063,6,1
4549,27966,7,1
4651,2722,1,0
4651,25472,2,0
4651,23585,3,0
4713,45066,1,0
4713,41787,2,0
4713,39877,3,0
4713,1938,4,0
4713,31683,5,0
4713,9934,6,0
4713,45856,7,0
4900,3988,1,1
4900,24852,2,1
4900,32580,3,1
4900,30024,4,1
4900,40991,5,1
4900,22825,6,1
4900,38383,7,0
4900,30480,8,1
4900,42625,9,0
4900,25834,10,0
4900,47626,11,1
4900,26648,12,1
4900,48745,13,1
4900,47209,14,1
4900,16797,15,1
4900,8518,16,1
4900,26768,17,1
4900,48007,18,1
4900,27521,19,1
4900,46720,20,1
4900,16145,21,1
4900,35939,22,1
4900,38281,23,1
4900,13639,24,0
4985,22920,1,1
4985,46147,2,0
5005,14898,1,1
5005,35321,2,1
5005,47766,3,1
5005,27156,4,1
5005,45066,5,0
5005,24221,6,1
5005,8193,7,0
5005,40709,8,0
5005,21497,9,1
5005,29142,10,0
5005,12745,11,0
5005,22935,12,0
5005,21903,13,0
5005,49683,14,0
5005,6873,15,0
5005,16185,16,0
5005,651,17,0
5005,18309,18,0
5753,6041,1,0
5753,37483,2,0
5753,46359,3,0
5753,11837,4,0
5753,44987,5,0
5753,37637,6,0
5753,1808,7,0
5756,2086,1,1
5756,27845,2,1
5756,11786,3,1
5756,1891,4,1
5804,21137,1,1
5804,8728,2,1
5804,33401,3,1
5804,21077,4,1
5804,25659,5,0
5804,13924,6,0
5804,8518,7,0
5804,34358,8,1
5804,31553,9,0
5804,20114,10,0
5804,8955,11,0
5804,17704,12,0
5804,26209,13,1
5851,24852,1,1
5851,14493,2,1
5851,17864,3,1
5851,20561,4,1
5851,23102,5,1
5851,21288,6,1
5851,30352,7,1
5851,48527,8,1
5851,36338,9,1
5851,19604,10,1
5851,48965,11,1
5851,47357,12,1
5851,25838,13,1
5851,1215,14,1
5851,16020,15,1
5851,28632,16,1
5851,27179,17,1
5851,21137,18,0
5851,49235,19,1
5851,20995,20,1
5851,24427,21,1
5851,32784,22,1
5851,6366,23,1
5851,20828,24,1
5851,516,25,1
5851,12811,26,1
5851,39922,27,0
5873,24852,1,1
5873,31915,2,1
5873,39877,3,1
5873,28199,4,1
5873,33055,5,1
5873,26648,6,1
5882,13176,1,1
5882,36085,2,1
5882,24561,3,1
5882,43643,4,1
5882,46738,5,1
5882,21616,6,1
5882,35221,7,1
5882,9825,8,1
5882,2450,9,1
5882,41787,10,1
5882,11352,11,1
5882,25340,12,1
5882,33316,13,0
5882,16521,14,0
5882,7503,15,0
5882,47209,16,1
5882,18891,17,0
5882,27690,18,1
5882,38720,19,0
5882,3376,20,0
5882,40545,21,0
5909,27845,1,1
5909,16185,2,1
5909,21053,3,1
5909,25767,4,1
5909,2078,5,1
5909,27521,6,1
5909,32828,7,1
5909,15689,8,1
5909,21137,9,1
5909,22935,10,1
5909,30027,11,1
5909,28476,12,1
5909,3397,13,1
5909,43760,14,1
5909,16247,15,0
5909,38739,16,0
5909,5189,17,1
5909,43484,18,0
5909,47526,19,1
5909,34,20,1
5909,9521,21,0
5909,17526,22,1
5909,3466,23,0
5909,36070,24,0
5909,13497,25,1
5909,41658,26,1
5909,8193,27,0
5909,46346,28,0
5909,49175,29,0
5909,19508,30,0
5909,30776,31,1
5909,40604,32,1
5963,14947,1,0
5963,12384,2,0
5963,21137,3,1
5963,5646,4,1
5963,13713,5,1
5963,747,6,1
5971,45066,1,1
5971,32539,2,1
5971,33497,3,1
5971,47766,4,1
5971,5438,5,1
5971,12144,6,1
5971,45633,7,1
5971,6631,8,1
5971,24852,9,1
6030,280,1,0
6118,39303,1,1
6118,7175,2,1
6118,11520,3,1
6118,16797,4,1
6207,21938,1,0
6207,21616,2,1
6207,37011,3,1
6207,38693,4,1
6207,49683,5,1
6207,12576,6,1
6207,26604,7,1
6207,31717,8,0
6239,13176,1,1
6239,19161,2,1
6239,5876,3,1
6239,9550,4,1
6239,36550,5,1
6239,46667,6,1
6239,42091,7,1
6239,39040,8,0
6239,48559,9,0
6239,42736,10,0
6239,31471,11,0
6239,18598,12,0
6239,45613,13,0
6239,18583,14,0
6243,30463,1,0
6243,10246,2,0
6243,1376,3,0
6243,38777,4,0
6243,12919,5,1
6243,47977,6,1
6243,26209,7,0
6243,47209,8,0
6243,27690,9,0
6243,22227,10,1
6243,30135,11,0
6243,10132,12,1
6243,22935,13,1
6243,43772,14,0
6243,21295,15,1
6243,22888,16,0
6255,5876,1,1
6255,8518,2,1
6255,25741,3,1
6255,27104,4,1
6255,34126,5,1
6255,48679,6,1
6255,33572,7,0
6255,42265,8,0
6255,38777,9,0
6255,2855,10,0
6255,12456,11,1
6255,19057,12,1
6255,47209,13,1
6289,19125,1,0
6289,23288,2,0
6289,24852,3,1
6289,33731,4,1
6289,5959,5,1
6289,31213,6,1
6289,17304,7,0
6305,372,1,1
6305,47383,2,1
6305,2154,3,1
6305,31553,4,1
6305,30776,5,1
6461,6383,1,1
6461,23248,2,1
6461,32156,3,1
6461,9810,4,1
6461,13176,5,1
6461,45468,6,1
6461,10193,7,1
6461,2717,8,1
6461,33819,9,1
6461,26209,10,1
6461,23106,11,1
6461,11461,12,1
6461,5782,13,1
6461,13203,14,1
6461,19766,15,1
6461,41665,16,1
6461,4086,17,1
6461,6585,18,1
6461,33548,19,1
6461,2668,20,1
6545,33728,1,1
6545,32099,2,1
6545,26914,3,0
6545,49383,4,0
6545,27336,5,0
6545,33752,6,1
6545,47192,7,1
6545,27715,8,1
6545,46699,9,0
6545,28123,10,0
6545,10110,11,0
6545,34126,12,1
6591,17872,1,0
6591,16083,2,1
6591,36117,3,1
6591,40706,4,1
6591,18523,5,1
6591,30391,6,1
6591,21903,7,1
6591,5514,8,1
6630,40199,1,0
6630,46061,2,0
6630,37291,3,0
6630,13176,4,0
6630,10326,5,0
6630,26348,6,0
6630,6760,7,0
6630,40939,8,0
6630,19660,9,0
6642,48614,1,1
6642,35909,2,0
6642,28647,3,0
6642,24852,4,0
6642,34329,5,0
6642,38003,6,0
6642,32712,7,0
6642,7825,8,0
6642,44022,9,0
6830,25443,1,1
6830,34934,2,1
6830,27092,3,1
6830,9487,4,1
6830,2564,5,0
6830,49592,6,0
6830,39993,7,0
6830,27361,8,0
6830,33624,9,0
6830,9020,10,1
6830,13237,11,0
6830,3918,12,0
6830,38318,13,0
6830,47145,14,0
6835,27845,1,1
6835,8277,2,1
6835,36070,3,1
6835,38293,4,1
6835,12099,5,0
6835,4920,6,1
6835,17622,7,1
6835,34745,8,1
6835,39977,9,1
6835,23025,10,1
6835,27061,11,0
6835,15459,12,0
6835,49533,13,0
6835,35221,14,1
6835,20119,15,0
6835,24184,16,0
6938,2581,1,0
6938,30571,2,0
6938,42585,3,1
6938,432,4,1
6938,13176,5,1
6938,21903,6,1
6938,32655,7,1
6938,28156,8,1
6938,39877,9,1
6938,13166,10,0
6938,33055,11,0
6938,9561,12,0
6938,9020,13,0
6938,26165,14,0
6938,16570,15,0
6938,48175,16,0
6938,25340,17,0
6938,28199,18,0
6953,15392,1,1
6953,19057,2,1
6953,6873,3,1
6953,5077,4,1
6953,13176,5,1
7023,3765,1,1
7023,11837,2,0
